OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,incidence,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,total_population,B00001m1,housing_units,B00002m1,OBJECTID_2,GEOID_12,house_income,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
2068,3,2068,4,2068,0,15,2068,3/10/15 0:00,18:26,BROOKLYN,11219,40.6301138,-74.0100046,"(40.6301138, -74.0100046)",66 STREET,FT HAMILTON PARKWAY, ,3,12000,1,3.60E+11,Block Group 1,G5030,S,193342,0,40.6327817,-74.0117295,15000US360470120001,0.024534268,2.06E-05,3968,15000US360470120001,168,-1,57,-1,3968,15000US360470120001,453,59,62,38,37,28,38,29,44,29,16,19,18,18,4,14,20,24,15,14,33,27,53,38,38,30,35,26,30,28,7,11,4,13,94.24777961,706.8583471
2069,1,2069,2,2069,0,15,2069,12/4/15 0:00,12:02,BROOKLYN,11214,40.6026469,-74.0074581,"(40.6026469, -74.0074581)",CROPSEY AVENUE,18 AVENUE, ,1,17600,1,3.60E+11,Block Group 1,G5030,S,73282,0,40.6018157,-74.0086432,15000US360470176001,0.015764418,7.80E-06,4117,15000US360470176001,132,-1,52,-1,4117,15000US360470176001,325,50,33,24,22,18,28,20,0,11,13,14,14,14,10,10,10,12,16,16,36,26,40,29,22,22,31,22,10,16,20,18,21,16,94.24777961,706.8583471
2070,0,2070,1,2070,0,15,2070,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,135,-1,45,-1,4185,15000US360470202001,309,64,0,11,5,7,39,26,37,41,5,7,28,33,0,11,4,6,0,11,9,9,48,40,9,10,39,28,51,29,18,21,17,17,94.24777961,706.8583471
2071,1,2071,2,2071,0,15,2071,9/11/14 0:00,10:30,BROOKLYN,11214,40.6047686,-74.007624,"(40.6047686, -74.007624)",BATH AVENUE,BAY 16 STREET, ,1,17800,2,3.60E+11,Block Group 2,G5030,S,94464,0,40.60598,-74.0055397,15000US360470178002,0.014903571,1.01E-05,4121,15000US360470178002,190,-1,70,-1,4121,15000US360470178002,487,68,34,26,27,22,30,25,27,20,32,20,11,12,23,26,16,16,10,12,36,28,74,42,68,39,56,34,11,12,25,20,4,7,94.24777961,706.8583471
2072,0,2072,4,2072,0,15,2072,,,,,,,,,,,,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,150,-1,50,-1,4110,15000US360470172001,403,64,19,18,14,19,12,16,23,22,19,22,23,22,14,19,14,16,10,12,16,20,37,28,64,40,37,32,32,27,35,32,34,26,94.24777961,706.8583471
2073,0,2073,1,2073,0,15,2073,,,,,,,,,,,,10000,2,3.60E+11,Block Group 2,G5030,S,37744,0,40.6403101,-74.0099269,15000US360470100002,0.008380198,4.02E-06,3930,15000US360470100002,98,-1,32,-1,3930,15000US360470100002,391,84,29,29,42,38,24,28,31,35,59,44,13,20,12,19,38,36,20,31,47,43,0,11,63,51,6,12,7,11,0,11,0,11,94.24777961,706.8583471
2074,0,2074,2,2074,0,15,2074,,,,,,,,,,,,20800,2,3.60E+11,Block Group 2,G5030,S,56461,0,40.6253737,-74.0099257,15000US360470208002,0.013519471,6.01E-06,4200,15000US360470208002,78,-1,29,-1,4200,15000US360470208002,364,90,27,28,27,31,10,22,40,36,11,22,9,20,14,21,12,24,4,12,34,28,30,30,52,50,18,22,42,43,10,16,24,29,94.24777961,706.8583471
2075,0,2075,1,2075,0,15,2075,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2076,0,2076,2,2076,0,15,2076,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,108,-1,36,-1,3964,15000US360470118002,322,69,35,28,18,20,10,10,62,39,30,24,16,16,12,20,19,20,44,47,4,10,31,29,25,26,10,18,4,12,0,11,2,8,94.24777961,706.8583471
2077,0,2077,1,2077,0,15,2077,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,116,-1,51,-1,4401,15000US360470280001,302,45,18,20,4,5,4,6,17,17,7,12,31,22,14,18,16,14,7,8,30,24,33,23,26,23,20,19,15,17,36,23,24,23,94.24777961,706.8583471
2078,0,2078,1,2078,0,15,2078,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,135,-1,45,-1,4185,15000US360470202001,309,64,0,11,5,7,39,26,37,41,5,7,28,33,0,11,4,6,0,11,9,9,48,40,9,10,39,28,51,29,18,21,17,17,94.24777961,706.8583471
2079,0,2079,1,2079,0,15,2079,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2080,0,2080,1,2080,0,15,2080,,,,,,,,,,,,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,141,-1,41,-1,4110,15000US360470172001,511,94,24,18,8,13,8,13,22,20,55,53,37,38,22,26,0,11,8,14,35,32,37,31,78,61,8,13,61,44,75,69,33,38,94.24777961,706.8583471
2081,3,2081,3,2081,0,15,2081,6/18/17 0:00,19:20, ,NA,40.64759,-74.01142,"(40.64759, -74.01142)",4 AVENUE, , ,3,8000,2,3.60E+11,Block Group 2,G5030,S,38610,0,40.647467,-74.0097001,15000US360470080002,0.008504768,4.11E-06,3899,15000US360470080002,104,-1,31,-1,3899,15000US360470080002,419,89,41,36,23,26,14,21,34,34,15,21,6,17,18,24,21,27,18,27,40,36,41,31,36,34,61,48,24,32,7,14,21,23,94.24777961,706.8583471
2082,0,2082,1,2082,0,15,2082,,,,,,,,,,,,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,141,-1,41,-1,4110,15000US360470172001,511,94,24,18,8,13,8,13,22,20,55,53,37,38,22,26,0,11,8,14,35,32,37,31,78,61,8,13,61,44,75,69,33,38,94.24777961,706.8583471
2083,1,2083,2,2083,0,15,2083,7/28/16 0:00,14:41,BROOKLYN,11220,40.6379639,-74.0105715,"(40.6379639, -74.0105715)",7 AVENUE,58 STREET, ,1,10200,1,3.60E+11,Block Group 1,G5030,S,56616,0,40.6389102,-74.0113826,15000US360470102001,0.00999336,6.03E-06,3936,15000US360470102001,141,-1,42,-1,3936,15000US360470102001,500,90,4,11,42,34,68,44,8,18,54,42,49,43,25,26,48,31,5,13,44,45,34,34,55,36,44,42,16,19,0,11,4,12,94.24777961,706.8583471
2084,0,2084,1,2084,0,15,2084,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,135,-1,45,-1,4185,15000US360470202001,309,64,0,11,5,7,39,26,37,41,5,7,28,33,0,11,4,6,0,11,9,9,48,40,9,10,39,28,51,29,18,21,17,17,94.24777961,706.8583471
2085,3,2085,3,2085,0,15,2085,6/18/17 0:00,19:20, ,NA,40.64759,-74.01142,"(40.64759, -74.01142)",4 AVENUE, , ,3,8000,2,3.60E+11,Block Group 2,G5030,S,38610,0,40.647467,-74.0097001,15000US360470080002,0.008504768,4.11E-06,3899,15000US360470080002,104,-1,31,-1,3899,15000US360470080002,419,89,41,36,23,26,14,21,34,34,15,21,6,17,18,24,21,27,18,27,40,36,41,31,36,34,61,48,24,32,7,14,21,23,94.24777961,706.8583471
2086,0,2086,2,2086,0,15,2086,,,,,,,,,,,,20000,1,3.60E+11,Block Group 1,G5030,S,57988,0,40.6218292,-74.0076331,15000US360470200001,0.010114,6.17E-06,4179,15000US360470200001,140,-1,47,-1,4179,15000US360470200001,341,64,14,20,14,17,44,28,24,26,11,10,24,26,2,9,6,10,5,12,26,22,41,37,29,20,46,36,28,19,18,18,9,10,94.24777961,706.8583471
2087,0,2087,3,2087,0,15,2087,,,,,,,,,,,,8000,1,3.60E+11,Block Group 1,G5030,S,54354,0,40.6490219,-74.0090388,15000US360470080001,0.012272503,4.82E-06,3898,15000US360470080001,140,-1,40,-1,3898,15000US360470080001,444,73,47,31,25,25,21,26,22,27,24,23,36,31,18,21,10,17,21,25,64,46,13,18,29,31,54,41,17,23,28,28,16,21,94.24777961,706.8583471
2088,0,2088,3,2088,1,15,2088,,,,,,,,,,,,8000,1,3.60E+11,Block Group 1,G5030,S,54354,0,40.6490219,-74.0090388,15000US360470080001,0.012272503,4.82E-06,3898,15000US360470080001,140,-1,40,-1,3898,15000US360470080001,444,73,47,31,25,25,21,26,22,27,24,23,36,31,18,21,10,17,21,25,64,46,13,18,29,31,54,41,17,23,28,28,16,21,94.24777961,706.8583471
2089,0,2089,2,2089,0,15,2089,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,108,-1,36,-1,3964,15000US360470118002,322,69,35,28,18,20,10,10,62,39,30,24,16,16,12,20,19,20,44,47,4,10,31,29,25,26,10,18,4,12,0,11,2,8,94.24777961,706.8583471
2090,1,2090,2,2090,0,15,2090,11/24/16 0:00,11:11,BROOKLYN,11228,40.619143,-74.0086378,"(40.619143, -74.0086378)",77 STREET,13 AVENUE, ,1,20000,2,3.60E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18E-06,4180,15000US360470200002,128,-1,52,-1,4180,15000US360470200002,378,70,28,26,6,12,32,30,23,18,14,14,14,12,16,18,0,11,10,20,32,28,27,18,66,46,20,15,36,26,42,38,12,16,94.24777961,706.8583471
2091,0,2091,1,2091,0,15,2091,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2092,0,2092,3,2092,0,15,2092,,,,,,,,,,,,8000,1,3.60E+11,Block Group 1,G5030,S,54354,0,40.6490219,-74.0090388,15000US360470080001,0.012272503,4.82E-06,3898,15000US360470080001,140,-1,40,-1,3898,15000US360470080001,444,73,47,31,25,25,21,26,22,27,24,23,36,31,18,21,10,17,21,25,64,46,13,18,29,31,54,41,17,23,28,28,16,21,94.24777961,706.8583471
2093,0,2093,2,2093,0,15,2093,,,,,,,,,,,,17600,1,3.60E+11,Block Group 1,G5030,S,73282,0,40.6018157,-74.0086432,15000US360470176001,0.015764418,7.80E-06,4117,15000US360470176001,132,-1,52,-1,4117,15000US360470176001,325,50,33,24,22,18,28,20,0,11,13,14,14,14,10,10,10,12,16,16,36,26,40,29,22,22,31,22,10,16,20,18,21,16,94.24777961,706.8583471
2094,0,2094,1,2094,0,15,2094,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2095,2,2095,3,2095,0,15,2095,2/29/16 0:00,19:20,BROOKLYN,11220,40.6445458,-74.0109005,"(40.6445458, -74.0109005)",51 STREET,5 AVENUE, ,2,9800,4,3.60E+11,Block Group 4,G5030,S,37725,0,40.6438817,-74.0098003,15000US360470098004,0.008377765,4.02E-06,3928,15000US360470098004,95,-1,29,-1,3928,15000US360470098004,346,86,42,40,45,40,21,28,32,34,19,24,22,27,5,14,13,21,25,31,23,28,29,27,19,23,23,26,13,19,8,13,6,13,94.24777961,706.8583471
2096,1,2096,2,2096,0,15,2096,8/10/13 0:00,10:55,BROOKLYN,11214,40.6073926,-74.0074478,"(40.6073926, -74.0074478)",BAY 14 STREET,BENSON AVENUE, ,1,18000,1,3.60E+11,Block Group 1,G5030,S,91643,0,40.6094046,-74.0063043,15000US360470180001,0.014480528,9.75E-06,4125,15000US360470180001,116,-1,42,-1,4125,15000US360470180001,523,89,56,54,14,20,10,16,38,36,10,22,50,37,8,16,17,19,22,28,40,36,56,47,97,65,54,36,30,26,3,11,18,18,94.24777961,706.8583471
2097,0,2097,1,2097,0,15,2097,,,,,,,,,,,,12000,1,3.60E+11,Block Group 1,G5030,S,193342,0,40.6327817,-74.0117295,15000US360470120001,0.024534268,2.06E-05,3968,15000US360470120001,184,-1,56,-1,3968,15000US360470120001,340,37,65,36,34,22,22,15,35,28,14,18,19,19,0,11,0,11,4,6,18,18,44,30,49,31,6,8,22,14,8,10,0,11,94.24777961,706.8583471
2098,0,2098,2,2098,0,15,2098,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,186,-1,65,-1,4137,15000US360470184002,403,58,8,10,16,20,16,19,28,21,8,14,24,20,14,20,20,18,16,12,10,16,36,20,54,30,50,38,31,26,25,22,49,28,94.24777961,706.8583471
2099,0,2099,2,2099,0,15,2099,,,,,,,,,,,,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,172,-1,56,-1,4110,15000US360470172001,462,75,14,12,11,12,10,12,30,20,28,32,30,26,11,18,6,12,16,14,27,26,38,26,76,50,28,26,46,34,51,48,41,34,94.24777961,706.8583471
2100,0,2100,1,2100,0,15,2100,,,,,,,,,,,,10000,2,3.60E+11,Block Group 2,G5030,S,37744,0,40.6403101,-74.0099269,15000US360470100002,0.008380198,4.02E-06,3930,15000US360470100002,98,-1,32,-1,3930,15000US360470100002,391,84,29,29,42,38,24,28,31,35,59,44,13,20,12,19,38,36,20,31,47,43,0,11,63,51,6,12,7,11,0,11,0,11,94.24777961,706.8583471
2101,0,2101,3,2101,0,15,2101,,,,,,,,,,,,15000,1,3.60E+11,Block Group 1,G5030,S,56540,0,40.6165198,-74.0095705,15000US360470150001,0.009983888,6.02E-06,4045,15000US360470150001,155,-1,52,-1,4045,15000US360470150001,342,56,17,16,13,19,8,15,18,23,11,14,17,21,18,18,13,13,10,16,5,16,35,19,38,26,41,27,30,24,32,28,36,22,94.24777961,706.8583471
2102,0,2102,2,2102,0,15,2102,,,,,,,,,,,,21000,2,3.60E+11,Block Group 2,G5030,S,56557,0,40.6278663,-74.0085275,15000US360470210002,0.00998717,6.02E-06,4203,15000US360470210002,128,-1,40,-1,4203,15000US360470210002,468,71,56,43,53,40,14,18,19,26,24,28,36,33,8,14,18,21,14,18,56,43,42,38,39,33,38,25,25,26,23,26,4,12,94.24777961,706.8583471
2103,0,2103,1,2103,0,15,2103,,,,,,,,,,,,18000,1,3.60E+11,Block Group 1,G5030,S,91643,0,40.6094046,-74.0063043,15000US360470180001,0.014480528,9.75E-06,4125,15000US360470180001,110,-1,42,-1,4125,15000US360470180001,519,93,61,63,8,12,0,11,26,31,0,11,7,11,0,11,5,14,15,19,56,41,70,53,150,87,57,46,45,37,6,11,13,21,94.24777961,706.8583471
2104,0,2104,2,2104,0,15,2104,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,122,-1,56,-1,4401,15000US360470280001,478,72,12,15,26,22,5,8,56,44,16,21,26,22,32,30,34,29,6,10,34,29,46,32,58,38,20,20,41,34,42,32,26,28,94.24777961,706.8583471
2105,1,2105,4,2105,0,15,2105,10/21/15 0:00,20:00,BROOKLYN,11220,40.6415349,-74.0104459,"(40.6415349, -74.0104459)",6 AVENUE,54 STREET, ,1,10000,2,3.60E+11,Block Group 2,G5030,S,37744,0,40.6403101,-74.0099269,15000US360470100002,0.008380198,4.02E-06,3930,15000US360470100002,115,-1,36,-1,3930,15000US360470100002,438,87,59,38,42,39,42,37,32,32,33,35,25,23,6,15,30,31,25,31,49,40,15,22,55,46,12,18,7,14,6,15,0,11,94.24777961,706.8583471
2106,0,2106,3,2106,0,15,2106,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,127,-1,51,-1,4401,15000US360470280001,317,48,28,23,16,14,20,15,6,13,11,13,20,17,11,13,12,13,13,14,34,26,38,27,23,22,27,21,12,17,25,19,22,18,94.24777961,706.8583471
2107,0,2107,2,2107,0,15,2107,,,,,,,,,,,,17800,2,3.60E+11,Block Group 2,G5030,S,94464,0,40.60598,-74.0055397,15000US360470178002,0.014903571,1.01E-05,4121,15000US360470178002,162,-1,52,-1,4121,15000US360470178002,485,78,50,40,14,20,24,24,42,33,16,21,52,36,20,23,17,16,18,22,26,27,62,46,51,38,47,26,16,14,18,18,13,11,94.24777961,706.8583471
2108,0,2108,1,2108,0,15,2108,,,,,,,,,,,,20000,1,3.60E+11,Block Group 1,G5030,S,57988,0,40.6218292,-74.0076331,15000US360470200001,0.010114,6.17E-06,4179,15000US360470200001,145,-1,49,-1,4179,15000US360470200001,373,65,28,30,22,27,49,31,10,11,17,14,19,18,5,7,9,15,10,12,44,35,34,34,49,29,53,43,6,9,17,14,1,3,94.24777961,706.8583471
2109,0,2109,2,2109,0,15,2109,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,186,-1,65,-1,4137,15000US360470184002,403,58,8,10,16,20,16,19,28,21,8,14,24,20,14,20,20,18,16,12,10,16,36,20,54,30,50,38,31,26,25,22,49,28,94.24777961,706.8583471
2110,0,2110,3,2110,0,15,2110,,,,,,,,,,,,17600,1,3.60E+11,Block Group 1,G5030,S,73282,0,40.6018157,-74.0086432,15000US360470176001,0.015764418,7.80E-06,4117,15000US360470176001,171,-1,65,-1,4117,15000US360470176001,435,65,31,24,22,19,28,22,18,17,26,18,14,13,20,22,15,15,12,14,39,31,61,38,55,36,47,31,14,15,24,18,9,10,94.24777961,706.8583471
2111,0,2111,3,2111,0,15,2111,,,,,,,,,,,,20800,2,3.60E+11,Block Group 2,G5030,S,56461,0,40.6253737,-74.0099257,15000US360470208002,0.013519471,6.01E-06,4200,15000US360470208002,72,-1,27,-1,4200,15000US360470208002,344,93,18,23,22,27,12,21,31,31,12,22,14,21,12,20,8,20,19,26,48,40,20,24,44,42,21,28,28,32,7,15,29,31,94.24777961,706.8583471
2112,0,2112,2,2112,0,15,2112,,,,,,,,,,,,18000,1,3.60E+11,Block Group 1,G5030,S,91643,0,40.6094046,-74.0063043,15000US360470180001,0.014480528,9.75E-06,4125,15000US360470180001,116,-1,42,-1,4125,15000US360470180001,523,89,56,54,14,20,10,16,38,36,10,22,50,37,8,16,17,19,22,28,40,36,56,47,97,65,54,36,30,26,3,11,18,18,94.24777961,706.8583471
2113,0,2113,2,2113,0,15,2113,,,,,,,,,,,,18600,2,3.60E+11,Block Group 2,G5030,S,56557,0,40.6163087,-74.0062063,15000US360470186002,0.009982797,6.02E-06,4143,15000US360470186002,176,-1,58,-1,4143,15000US360470186002,379,56,16,14,15,24,10,18,24,30,14,18,12,18,26,26,17,16,4,10,8,18,39,19,38,20,48,32,28,23,34,30,46,27,94.24777961,706.8583471
2114,0,2114,1,2114,0,15,2114,,,,,,,,,,,,10000,2,3.60E+11,Block Group 2,G5030,S,37744,0,40.6403101,-74.0099269,15000US360470100002,0.008380198,4.02E-06,3930,15000US360470100002,98,-1,32,-1,3930,15000US360470100002,391,84,29,29,42,38,24,28,31,35,59,44,13,20,12,19,38,36,20,31,47,43,0,11,63,51,6,12,7,11,0,11,0,11,94.24777961,706.8583471
2115,1,2115,2,2115,0,15,2115,10/27/12 0:00,10:00,BROOKLYN,11220,40.6481525,-74.0108218,"(40.6481525, -74.0108218)",47 STREET,4 AVENUE, ,1,8000,2,3.60E+11,Block Group 2,G5030,S,38610,0,40.647467,-74.0097001,15000US360470080002,0.008504768,4.11E-06,3899,15000US360470080002,94,-1,28,-1,3899,15000US360470080002,380,90,56,47,23,28,16,24,16,18,14,18,9,20,0,11,9,20,22,32,38,35,29,24,45,42,57,44,23,30,10,16,12,20,94.24777961,706.8583471
2116,0,2116,1,2116,0,15,2116,,,,,,,,,,,,20800,2,3.60E+11,Block Group 2,G5030,S,56461,0,40.6253737,-74.0099257,15000US360470208002,0.013519471,6.01E-06,4200,15000US360470208002,102,-1,36,-1,4200,15000US360470208002,446,106,24,22,29,37,0,11,53,42,22,34,18,29,6,9,0,11,7,12,54,35,32,27,71,59,20,24,50,48,20,22,40,46,94.24777961,706.8583471
2117,0,2117,2,2117,0,15,2117,,,,,,,,,,,,10200,1,3.60E+11,Block Group 1,G5030,S,56616,0,40.6389102,-74.0113826,15000US360470102001,0.00999336,6.03E-06,3936,15000US360470102001,141,-1,42,-1,3936,15000US360470102001,500,90,4,11,42,34,68,44,8,18,54,42,49,43,25,26,48,31,5,13,44,45,34,34,55,36,44,42,16,19,0,11,4,12,94.24777961,706.8583471
2118,0,2118,1,2118,0,15,2118,,,,,,,,,,,,10000,2,3.60E+11,Block Group 2,G5030,S,37744,0,40.6403101,-74.0099269,15000US360470100002,0.008380198,4.02E-06,3930,15000US360470100002,98,-1,32,-1,3930,15000US360470100002,391,84,29,29,42,38,24,28,31,35,59,44,13,20,12,19,38,36,20,31,47,43,0,11,63,51,6,12,7,11,0,11,0,11,94.24777961,706.8583471
2119,1,2119,2,2119,0,15,2119,12/14/12 0:00,11:30,BROOKLYN,11219,40.6306327,-74.0092229,"(40.6306327, -74.0092229)",65 STREET,FORT HAMILTON PARKWAY, ,1,12000,1,3.60E+11,Block Group 1,G5030,S,193342,0,40.6327817,-74.0117295,15000US360470120001,0.024534268,2.06E-05,3968,15000US360470120001,134,-1,42,-1,3968,15000US360470120001,308,63,44,28,17,16,46,35,28,23,7,14,12,14,0,11,10,21,6,8,9,14,36,32,42,37,21,20,26,24,4,10,0,11,94.24777961,706.8583471
2120,1,2120,2,2120,0,15,2120,2/20/13 0:00,15:45,BROOKLYN,11228,40.6227964,-74.0084221,"(40.6227964, -74.0084221)",12 AVENUE,73 STREET, ,1,20000,1,3.60E+11,Block Group 1,G5030,S,57988,0,40.6218292,-74.0076331,15000US360470200001,0.010114,6.17E-06,4179,15000US360470200001,140,-1,47,-1,4179,15000US360470200001,341,64,14,20,14,17,44,28,24,26,11,10,24,26,2,9,6,10,5,12,26,22,41,37,29,20,46,36,28,19,18,18,9,10,94.24777961,706.8583471
2121,1,2121,2,2121,0,15,2121,10/27/12 0:00,10:00,BROOKLYN,11220,40.6481525,-74.0108218,"(40.6481525, -74.0108218)",47 STREET,4 AVENUE, ,1,8000,2,3.60E+11,Block Group 2,G5030,S,38610,0,40.647467,-74.0097001,15000US360470080002,0.008504768,4.11E-06,3899,15000US360470080002,94,-1,28,-1,3899,15000US360470080002,380,90,56,47,23,28,16,24,16,18,14,18,9,20,0,11,9,20,22,32,38,35,29,24,45,42,57,44,23,30,10,16,12,20,94.24777961,706.8583471
2122,8,2122,2,2122,0,15,2122,12/20/16 0:00,10:27,BROOKLYN,11220,40.6354937,-74.0095587,"(40.6354937, -74.0095587)",60 STREET,8 AVENUE, ,8,10400,2,3.60E+11,Block Group 2,G5030,S,39161,0,40.6357842,-74.0092554,15000US360470104002,0.011966393,4.17E-06,3940,15000US360470104002,130,-1,42,-1,3940,15000US360470104002,477,87,72,49,32,34,12,14,84,50,26,27,30,30,18,23,26,29,38,43,14,22,39,35,23,26,42,36,4,12,6,14,10,16,94.24777961,706.8583471
2123,1,2123,2,2123,0,15,2123,5/14/15 0:00,16:50,BROOKLYN,11228,40.6197003,-74.0080543,"(40.6197003, -74.0080543)",13 AVENUE,76 STREET, ,1,20000,2,3.60E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18E-06,4180,15000US360470200002,128,-1,52,-1,4180,15000US360470200002,378,70,28,26,6,12,32,30,23,18,14,14,14,12,16,18,0,11,10,20,32,28,27,18,66,46,20,15,36,26,42,38,12,16,94.24777961,706.8583471
2124,0,2124,1,2124,0,15,2124,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2125,0,2125,2,2125,0,15,2125,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,186,-1,65,-1,4137,15000US360470184002,403,58,8,10,16,20,16,19,28,21,8,14,24,20,14,20,20,18,16,12,10,16,36,20,54,30,50,38,31,26,25,22,49,28,94.24777961,706.8583471
2126,1,2126,3,2126,0,15,2126,7/3/13 0:00,10:05,BROOKLYN,11220,40.6451058,-74.0103204,"(40.6451058, -74.0103204)",50 STREET,5 AVENUE, ,1,9800,4,3.60E+11,Block Group 4,G5030,S,37725,0,40.6438817,-74.0098003,15000US360470098004,0.008377765,4.02E-06,3928,15000US360470098004,104,-1,31,-1,3928,15000US360470098004,399,94,52,42,47,41,43,41,39,37,20,25,14,20,26,24,20,28,34,40,27,31,11,18,26,27,29,33,2,11,6,13,5,13,94.24777961,706.8583471
2127,0,2127,1,2127,0,15,2127,,,,,,,,,,,,12000,1,3.60E+11,Block Group 1,G5030,S,193342,0,40.6327817,-74.0117295,15000US360470120001,0.024534268,2.06E-05,3968,15000US360470120001,184,-1,56,-1,3968,15000US360470120001,340,37,65,36,34,22,22,15,35,28,14,18,19,19,0,11,0,11,4,6,18,18,44,30,49,31,6,8,22,14,8,10,0,11,94.24777961,706.8583471
