OBJECTID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area,Junction_Longitude,Junction_latitude,Dist_2_Parking
59,,,,,,,,,,,,,,,,,,,,,,,,59,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471,-74.0392761,40.6224823,611.6054077
60,,,,,,,,,,,,,,,,,,,,,,,,60,36,47,5400,1,3.6047E+11,Block Group 1,G5030,S,79806,0,40.6170658,-74.0382121,15000US360470054001,0.013588012,8.49287E-06,3824,15000US360470054001,163,-1,97,-1,3824,15000US360470054001,871,104,59,41,55,43,32,24,44,41,36,33,8,13,16,19,15,17,35,34,69,46,95,58,108,55,86,44,96,65,51,36,66,38,94.24777961,706.8583471,-74.0387497,40.6171875,606.9398193
61,,,,,,,,,,,,,,,,,,,,,,,,61,36,47,5000,1,3.6047E+11,Block Group 1,G5030,S,65189,0,40.6242299,-74.0407575,15000US360470050001,0.010818014,6.93812E-06,3807,15000US360470050001,73,-1,35,-1,3807,15000US360470050001,386,71,8,12,12,15,0,11,16,24,4,12,8,12,21,26,27,30,0,11,19,26,56,46,38,36,56,48,23,22,58,36,42,36,94.24777961,706.8583471,-74.0394058,40.6246376,686.7496948
62,,,,,,,,,,,,,,,,,,,,,,,,62,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0399933,40.6310043,844.9095459
63,,,,,,,,,,,,,,,,,,,,,,,,63,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471,-74.0391998,40.6226387,607.0126343
64,,,,,,,,,,,,,,,,,,,,,,,,64,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0400162,40.6318474,829.5567017
65,,,,,,,,,,,,,,,,,,,,,,,,65,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0397797,40.6309052,830.0805664
66,,,,,,,,,,,,,,,,,,,,,,,,66,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0398636,40.6318665,816.3357544
67,,,,,,,,,,,,,,,,,,,,,,,,67,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471,-74.0389481,40.6222878,581.8845825
68,,,,,,,,,,,,,,,,,,,,,,,,68,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0395813,40.629467,869.5031738
69,,,,,,,,,,,,,,,,,,,,,,,,69,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.039566,40.6293449,874.5828857
70,,,,,,,,,,,,,,,,,,,,,,,,70,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,124,-1,74,-1,3828,15000US360470056011,750,101,54,44,31,28,19,16,66,45,29,26,22,30,8,15,8,14,24,26,66,44,48,34,108,56,102,56,68,55,32,28,68,46,94.24777961,706.8583471,-74.0383606,40.6165047,562.2348022
71,,,,,,,,,,,,,,,,,,,,,,,,71,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,116,-1,49,-1,3801,15000US360470046001,427,63,6,11,10,13,2,10,16,22,2,11,14,14,20,23,20,22,2,11,21,25,43,36,62,36,43,37,22,20,79,40,64,37,94.24777961,706.8583471,-74.0391006,40.62537,702.8282471
72,,,,,,,,,,,,,,,,,,,,,,,,72,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0395508,40.6306534,819.5464478
73,,,,,,,,,,,,,,,,,,,,,,,,73,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,210,-1,122,-1,3831,15000US360470056021,877,54,67,38,46,37,27,20,39,23,37,30,69,61,22,17,56,35,24,17,49,33,110,43,99,45,89,38,40,30,21,17,82,37,94.24777961,706.8583471,-74.0378647,40.6125679,642.2987061
74,,,,,,,,,,,,,,,,,,,,,,,,74,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.03936,40.6299095,832.3364258
75,,,,,,,,,,,,,,,,,,,,,,,,75,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,133,-1,74,-1,3814,15000US360470052011,716,68,147,50,93,40,20,20,11,16,8,15,12,15,8,13,46,43,3,10,34,24,56,40,56,38,44,39,38,30,84,52,57,32,94.24777961,706.8583471,-74.0387039,40.6229744,571.0791016
76,,,,,,,,,,,,,,,,,,,,,,,,76,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,210,-1,122,-1,3831,15000US360470056021,877,54,67,38,46,37,27,20,39,23,37,30,69,61,22,17,56,35,24,17,49,33,110,43,99,45,89,38,40,30,21,17,82,37,94.24777961,706.8583471,-74.0377197,40.6126366,628.0175171
77,,,,,,,,,,,,,,,,,,,,,,,,77,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0394821,40.6319466,782.586731
78,,,,,,,,,,,,,,,,,,,,,,,,78,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471,-74.038887,40.6258659,719.1392822
79,,,,,,,,,,,,,,,,,,,,,,,,79,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,124,-1,74,-1,3828,15000US360470056011,750,101,54,44,31,28,19,16,66,45,29,26,22,30,8,15,8,14,24,26,66,44,48,34,108,56,102,56,68,55,32,28,68,46,94.24777961,706.8583471,-74.037941,40.6158524,524.7176514
80,,,,,,,,,,,,,,,,,,,,,,,,80,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0394135,40.6320343,776.0178223
81,,,,,,,,,,,,,,,,,,,,,,,,81,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0393753,40.6329002,767.1925659
82,,,,,,,,,,,,,,,,,,,,,,,,82,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471,-74.0387573,40.6262321,735.8048706
83,,,,,,,,,,,,,,,,,,,,,,,,83,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0392685,40.6322441,761.4379272
84,,,,,,,,,,,,,,,,,,,,,,,,84,36,47,5202,1,3.6047E+11,Block Group 1,G5030,S,49828,0,40.6199914,-74.0399197,15000US360470052021,0.010116525,5.30287E-06,3816,15000US360470052021,107,-1,65,-1,3816,15000US360470052021,726,94,52,42,18,20,56,46,14,18,30,38,12,15,9,16,16,24,40,36,78,56,80,50,102,52,91,51,26,26,37,30,66,34,94.24777961,706.8583471,-74.0381088,40.6197968,561.9282227
85,,,,,,,,,,,,,,,,,,,,,,,,85,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,85,-1,50,-1,3828,15000US360470056011,628,98,49,48,7,12,6,9,87,49,22,20,35,46,0,11,0,11,12,19,62,42,0,11,107,56,119,67,39,45,12,20,71,55,94.24777961,706.8583471,-74.0376587,40.6151924,508.2647705
86,,,,,,,,,,,,,,,,,,,,,,,,86,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0391312,40.6314201,763.0970459
87,,,,,,,,,,,,,,,,,,,,,,,,87,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0391998,40.6323929,754.3771973
88,,,,,,,,,,,,,,,,,,,,,,,,88,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,205,-1,76,-1,3801,15000US360470046001,476,48,2,10,9,11,8,10,8,14,0,11,18,14,22,17,6,9,6,8,32,28,32,22,77,30,26,18,28,20,94,38,108,40,94.24777961,706.8583471,-74.0388336,40.6284943,867.3813477
89,,,,,,,,,,,,,,,,,,,,,,,,89,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0391846,40.6325951,751.901123
90,,,,,,,,,,,,,,,,,,,,,,,,90,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,130,-1,80,-1,3814,15000US360470052011,833,86,130,58,65,33,50,40,17,19,25,32,13,16,9,15,23,28,28,27,73,49,66,42,100,53,74,48,32,28,53,38,74,37,94.24777961,706.8583471,-74.0380554,40.6205788,526.8812866
91,,,,,,,,,,,,,,,,,,,,,,,,91,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0390854,40.6320457,747.7703857
92,,,,,,,,,,,,,,,,,,,,,,,,92,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0391235,40.6329765,746.2341919
93,,,,,,,,,,,,,,,,,,,,,,,,93,36,47,5202,2,3.6047E+11,Block Group 2,G5030,S,83445,0,40.6188883,-74.0384036,15000US360470052022,0.0157697,8.88044E-06,3817,15000US360470052022,105,-1,62,-1,3817,15000US360470052022,736,100,62,45,20,23,46,49,8,13,29,41,12,13,0,11,8,12,66,54,135,91,80,48,83,48,53,38,0,11,39,32,95,44,94.24777961,706.8583471,-74.0378647,40.6193924,563.7340088
94,,,,,,,,,,,,,,,,,,,,,,,,94,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0389557,40.6324387,733.0488281
95,,,,,,,,,,,,,,,,,,,,,,,,95,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0389023,40.6318741,735.1973877
96,,,,,,,,,,,,,,,,,,,,,,,,96,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0388184,40.6313095,740.0352783
97,,,,,,,,,,,,,,,,,,,,,,,,97,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0385742,40.6291122,812.6501465
98,,,,,,,,,,,,,,,,,,,,,,,,98,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471,-74.0378418,40.621273,492.6036987
99,,,,,,,,,,,,,,,,,,,,,,,,99,36,47,5202,1,3.6047E+11,Block Group 1,G5030,S,49828,0,40.6199914,-74.0399197,15000US360470052021,0.010116525,5.30287E-06,3816,15000US360470052021,107,-1,65,-1,3816,15000US360470052021,726,94,52,42,18,20,56,46,14,18,30,38,12,15,9,16,16,24,40,36,78,56,80,50,102,52,91,51,26,26,37,30,66,34,94.24777961,706.8583471,-74.037674,40.6199455,521.3352661
100,,,,,,,,,,,,,,,,,,,,,,,,100,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,148,-1,86,-1,3828,15000US360470056011,752,76,58,43,26,24,16,14,63,36,30,25,52,54,11,14,28,23,18,18,56,38,55,27,103,50,104,52,40,38,16,18,76,46,94.24777961,706.8583471,-74.037056,40.6138268,509.7552795
101,,,,,,,,,,,,,,,,,,,,,,,,101,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0388489,40.6343231,740.4469604
102,,,,,,,,,,,,,,,,,,,,,,,,102,36,47,5202,2,3.6047E+11,Block Group 2,G5030,S,83445,0,40.6188883,-74.0384036,15000US360470052022,0.0157697,8.88044E-06,3817,15000US360470052022,105,-1,62,-1,3817,15000US360470052022,736,100,62,45,20,23,46,49,8,13,29,41,12,13,0,11,8,12,66,54,135,91,80,48,83,48,53,38,0,11,39,32,95,44,94.24777961,706.8583471,-74.0374908,40.6196404,522.4091797
103,,,,,,,,,,,,,,,,,,,,,,,,103,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471,-74.0381927,40.6275978,808.9252319
104,,,,,,,,,,,,,,,,,,,,,,,,104,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.038353,40.6296616,766.461731
105,,,,,,,,,,,,,,,,,,,,,,,,105,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471,-74.0381622,40.6276741,813.7045898
106,,,,,,,,,,,,,,,,,,,,,,,,106,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0385284,40.6321449,699.8792725
107,,,,,,,,,,,,,,,,,,,,,,,,107,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0384979,40.6321869,696.7411499
108,,,,,,,,,,,,,,,,,,,,,,,,108,36,47,5202,2,3.6047E+11,Block Group 2,G5030,S,83445,0,40.6188883,-74.0384036,15000US360470052022,0.0157697,8.88044E-06,3817,15000US360470052022,105,-1,62,-1,3817,15000US360470052022,736,100,62,45,20,23,46,49,8,13,29,41,12,13,0,11,8,12,66,54,135,91,80,48,83,48,53,38,0,11,39,32,95,44,94.24777961,706.8583471,-74.0372772,40.6193047,526.4255981
109,,,,,,,,,,,,,,,,,,,,,,,,109,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0384064,40.6317177,696.4433594
110,,,,,,,,,,,,,,,,,,,,,,,,110,36,47,5601,1,3.6047E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.24786E-05,3828,15000US360470056011,85,-1,50,-1,3828,15000US360470056011,628,98,49,48,7,12,6,9,87,49,22,20,35,46,0,11,0,11,12,19,62,42,0,11,107,56,119,67,39,45,12,20,71,55,94.24777961,706.8583471,-74.0367508,40.6147194,446.8904114
111,,,,,,,,,,,,,,,,,,,,,,,,111,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,205,-1,76,-1,3801,15000US360470046001,476,48,2,10,9,11,8,10,8,14,0,11,18,14,22,17,6,9,6,8,32,28,32,22,77,30,26,18,28,20,94,38,108,40,94.24777961,706.8583471,-74.0379562,40.6282883,820.5165405
112,,,,,,,,,,,,,,,,,,,,,,,,112,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471,-74.0381088,40.630249,720.0359497
113,,,,,,,,,,,,,,,,,,,,,,,,113,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,205,-1,76,-1,3801,15000US360470046001,476,48,2,10,9,11,8,10,8,14,0,11,18,14,22,17,6,9,6,8,32,28,32,22,77,30,26,18,28,20,94,38,108,40,94.24777961,706.8583471,-74.0379105,40.6282768,818.2977295
114,,,,,,,,,,,,,,,,,,,,,,,,114,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,105,-1,61,-1,3831,15000US360470056021,438,32,34,24,23,24,14,16,20,17,18,20,34,36,11,14,28,23,12,14,24,22,55,27,50,28,44,24,20,20,10,14,41,24,94.24777961,706.8583471,-74.0361328,40.6094513,606.4813232
115,,,,,,,,,,,,,,,,,,,,,,,,115,36,47,16400,0,3.6047E+11,Block Group 0,G5030,S,0,650272,40.6046133,-74.0317111,15000US360470164000,0.052950679,6.91901E-05,4084,15000US360470164000,76,-1,38,-1,4084,15000US360470164000,266,31,17,18,12,18,7,13,14,18,9,16,19,23,6,12,17,18,7,12,14,16,34,21,36,25,31,22,12,15,10,14,24,18,94.24777961,706.8583471,-74.0360947,40.6093979,604.2394409
116,,,,,,,,,,,,,,,,,,,,,,,,116,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,110,-1,63,-1,3825,15000US360470054002,631,91,45,34,33,28,37,35,20,23,25,29,7,12,5,14,8,13,39,35,74,53,63,39,83,49,57,41,35,31,36,30,65,39,94.24777961,706.8583471,-74.0369568,40.6187668,505.6101074
